Unnamed: 0,Location,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Seats,New_Price,Price,brand_name,Mileage_upd,Engine_upd,Power_upd,Year_upd
3219,Mumbai,11000,Petrol,Manual,First,5.0,12.57 Lakh,8.5,Honda,17.4,1497.0,117.3,2
3220,Jaipur,62000,Petrol,Automatic,First,5.0,,7.0,Mercedes-Benz,9.5,2997.0,231.1,11
3221,Chennai,65134,Petrol,Manual,Third,5.0,,0.8,Ford,13.8,1299.0,70.0,17
3222,Delhi,71000,Diesel,Manual,First,7.0,,15.25,Toyota,13.0,2982.0,168.5,6
3223,Hyderabad,51366,Petrol,Manual,First,5.0,,2.25,Maruti,19.0,998.0,66.1,11
3224,Kolkata,46300,Diesel,Manual,First,7.0,,4.85,Tata,14.07,1948.0,83.1,3
3225,Coimbatore,60908,Petrol,Automatic,Second,5.0,,6.42,Honda,15.6,1497.0,116.3,7
3226,Chennai,93450,Diesel,Manual,Second,5.0,9.48 Lakh,2.5,Nissan,23.19,1461.0,63.12,7
3227,Hyderabad,104000,Diesel,Automatic,First,5.0,,5.75,Hyundai,19.08,1582.0,126.32,8
3228,Pune,52000,Petrol,Manual,First,4.0,,0.5,Maruti,16.1,796.0,37.0,16
3229,Coimbatore,42999,Diesel,Manual,First,7.0,,11.52,Mahindra,15.1,2179.0,140.0,4
3230,Delhi,90000,Diesel,Manual,First,5.0,,4.5,Maruti,21.5,1248.0,88.8,5
3231,Bangalore,72000,Petrol,Automatic,First,5.0,,4.75,Hyundai,15.0,1396.0,98.6,6
3232,Coimbatore,54321,Diesel,Manual,First,5.0,,13.54,Hyundai,19.67,1582.0,126.2,0
3233,Kochi,59630,Diesel,Automatic,First,5.0,,23.41,Mercedes-Benz,13.0,2143.0,201.1,4
3234,Hyderabad,116000,Diesel,Automatic,Second,7.0,,19.25,Toyota,12.55,2982.0,168.5,6
3235,Ahmedabad,34000,Diesel,Automatic,First,5.0,,20.0,Volvo,9.0,1984.0,181.0,4
3236,Delhi,70000,Diesel,Automatic,First,5.0,,13.0,Mercedes-Benz,14.21,2143.0,203.0,8
3237,Chennai,80000,Petrol,Manual,First,5.0,,3.99,Honda,10.2,2354.0,180.0,9
3238,Pune,110000,Diesel,Manual,First,5.0,,4.65,Honda,25.8,1498.0,98.6,4
3239,Ahmedabad,56454,Diesel,Manual,First,5.0,8.95 Lakh,4.65,Maruti,28.4,1248.0,73.75,6
3240,Kolkata,60000,Petrol,Manual,First,5.0,,3.15,Maruti,18.6,1197.0,85.8,6
3241,Delhi,56000,Petrol,Automatic,First,5.0,,8.25,Toyota,14.53,1798.0,138.1,6
3242,Bangalore,63000,Diesel,Automatic,Second,5.0,,65.0,Land,11.49,4367.0,335.3,7
3243,Chennai,63000,Diesel,Manual,First,5.0,,4.5,Maruti,22.9,1248.0,74.0,7
3244,Kolkata,15050,Diesel,Manual,First,5.0,23.19 Lakh,17.5,Jeep,16.3,1956.0,170.0,2
3245,Mumbai,29401,Petrol,Manual,First,5.0,,4.31,Maruti,20.4,1197.0,81.8,3
3246,Kochi,25238,Petrol,Manual,First,5.0,,6.2,Honda,18.7,1199.0,88.7,3
3247,Chennai,79000,Diesel,Manual,First,5.0,,4.67,Toyota,23.59,1364.0,102.0,8
3248,Kochi,58752,Petrol,Manual,First,5.0,,3.32,Volkswagen,16.47,1198.0,73.9,8
3249,Delhi,62000,Petrol,Automatic,First,5.0,,3.75,Honda,12.9,1799.0,130.0,8
3250,Bangalore,132000,Petrol,Manual,First,5.0,,4.7,Toyota,16.78,1496.0,88.73,6
3251,Chennai,51000,Petrol,Manual,First,5.0,,6.5,Hyundai,17.01,1591.0,121.3,3
3252,Hyderabad,185200,Diesel,Manual,First,8.0,,7.25,Toyota,12.8,2494.0,102.0,10
3253,Coimbatore,61717,Diesel,Manual,First,5.0,,8.94,Maruti,22.7,1598.0,118.0,3
3254,Kolkata,8896,Petrol,Manual,First,5.0,8.24 Lakh,7.34,Ford,19.0,1194.0,94.68,1
3255,Delhi,17000,Petrol,Manual,First,5.0,,6.9,Maruti,21.4,1197.0,83.1,3
3256,Mumbai,31378,Petrol,Manual,First,5.0,8.71 Lakh,5.9,Honda,18.2,1199.0,88.7,3
3257,Pune,114000,Diesel,Automatic,First,5.0,,6.75,Hyundai,22.32,1582.0,126.3,6
3258,Ahmedabad,81000,Diesel,Manual,First,5.0,,4.1,Honda,25.8,1498.0,98.6,5
3259,Mumbai,31000,Diesel,Automatic,First,5.0,44.75 Lakh,27.0,Audi,18.51,1968.0,147.51,2
3260,Mumbai,35000,Petrol,Manual,First,5.0,,4.5,Skoda,15.0,1598.0,103.52,5
3261,Kolkata,60001,Diesel,Automatic,First,5.0,,14.5,Audi,17.11,1968.0,174.33,6
3262,Jaipur,75074,Diesel,Manual,First,5.0,,5.25,Maruti,23.4,1248.0,74.0,5
3263,Kolkata,80000,Diesel,Manual,Second,5.0,,1.2,Tata,22.3,1248.0,74.0,7
3264,Jaipur,147350,Diesel,Manual,Second,8.0,,4.95,Toyota,12.99,2494.0,100.6,13
3265,Hyderabad,60000,Diesel,Manual,First,5.0,,7.5,Renault,19.64,1461.0,108.45,6
3266,Kolkata,7501,Petrol,Automatic,First,4.0,87.57 Lakh,48.0,Mercedes-Benz,10.0,2996.0,333.0,4
3267,Delhi,58000,Diesel,Manual,First,5.0,,4.45,Honda,25.8,1498.0,98.6,4
3268,Coimbatore,29277,Diesel,Automatic,First,5.0,95.13 Lakh,59.65,Mercedes-Benz,11.57,2987.0,254.79,1
3269,Kochi,57034,Diesel,Manual,First,5.0,,4.38,Maruti,23.2,1248.0,73.94,4
3270,Kochi,40810,Diesel,Manual,First,5.0,,7.9,Maruti,28.09,1248.0,88.5,3
3271,Bangalore,35268,Petrol,Manual,Second,5.0,,1.88,Hyundai,18.9,1086.0,62.0,11
3272,Mumbai,81000,Diesel,Automatic,Second,5.0,,10.5,BMW,18.48,1995.0,190.0,11
3273,Coimbatore,34630,Petrol,Automatic,First,5.0,8.57 Lakh,7.29,Maruti,21.4,1197.0,83.1,1
3274,Hyderabad,45122,Diesel,Manual,First,5.0,,6.0,Ford,23.5,1498.0,88.7,7
3275,Chennai,126000,Diesel,Manual,Third,7.0,,6.7,Mahindra,16.0,2179.0,140.0,8
3276,Jaipur,63000,Petrol,Manual,First,5.0,,1.5,Maruti,19.7,796.0,46.3,10
3277,Kochi,32298,Diesel,Automatic,First,4.0,35 Lakh,23.8,Mini,20.7,1496.0,113.98,3
3278,Kochi,63288,Diesel,Manual,First,7.0,,7.77,Mahindra,15.1,2179.0,140.0,5
3279,Coimbatore,43337,Petrol,Manual,First,5.0,,3.32,Hyundai,17.92,1086.0,62.1,7
3280,Kochi,46561,Diesel,Manual,First,5.0,,4.94,Maruti,22.9,1248.0,74.0,4
3281,Delhi,34000,Diesel,Automatic,Second,5.0,,11.0,Mercedes-Benz,20.0,2143.0,107.3,6
3282,Hyderabad,48000,Petrol,Manual,First,5.0,,3.4,Renault,25.17,799.0,53.3,3
3283,Kochi,56263,Diesel,Manual,First,5.0,,4.17,Maruti,22.9,1248.0,74.0,6
3284,Hyderabad,84060,Petrol,Manual,Second,5.0,,1.25,Maruti,17.3,993.0,60.0,14
3285,Mumbai,9000,Petrol,Automatic,First,5.0,,5.45,Hyundai,18.9,1197.0,82.0,3
3286,Jaipur,79000,Diesel,Manual,First,5.0,,2.59,Tata,21.12,1248.0,88.8,7
3287,Pune,87900,Diesel,Manual,First,7.0,,12.01,Mahindra,16.0,2179.0,140.0,4
3288,Delhi,72425,Petrol,Manual,Second,5.0,,2.45,Maruti,17.5,1197.0,85.8,9
3289,Bangalore,38000,Diesel,Automatic,First,5.0,,29.0,Audi,15.73,1968.0,174.33,4
3290,Hyderabad,83000,Diesel,Manual,Second,5.0,,2.4,Ford,17.8,1399.0,68.0,11
3291,Hyderabad,107000,Diesel,Automatic,First,5.0,,11.99,Mercedes-Benz,14.84,2143.0,170.0,9
3292,Delhi,51000,Petrol,Automatic,First,5.0,,7.9,Honda,18.0,1497.0,117.3,4
3293,Pune,140000,Diesel,Manual,Third,7.0,,6.25,Toyota,12.8,2494.0,102.0,9
3294,Pune,48000,Petrol,Manual,Second,5.0,,1.8,Chevrolet,18.6,1199.0,79.4,8
3295,Delhi,62000,CNG,Manual,First,5.0,,2.8,Maruti,26.6,998.0,58.16,6
3296,Mumbai,31000,Petrol,Manual,First,5.0,,4.9,Honda,18.7,1199.0,88.7,4
3297,Jaipur,75055,Petrol,Manual,First,5.0,,2.25,Nissan,18.06,1198.0,75.0,9
3298,Coimbatore,51210,Petrol,Automatic,First,5.0,,8.89,Maruti,19.12,1373.0,91.1,2
3299,Mumbai,87000,Diesel,Automatic,First,7.0,,15.0,Toyota,12.55,2982.0,168.5,7
3300,Kolkata,17000,Diesel,Manual,First,5.0,7.56 Lakh,5.65,Ford,26.1,1498.0,99.0,1
3301,Jaipur,57000,Diesel,Manual,First,7.0,,7.0,Maruti,20.77,1248.0,88.8,5
3302,Hyderabad,9370,Petrol,Manual,First,5.0,,2.95,Maruti,22.74,796.0,47.3,3
3303,Chennai,53226,Petrol,Manual,First,5.0,,3.3,Honda,19.4,1198.0,86.8,6
3304,Hyderabad,120000,Diesel,Manual,Second,5.0,,3.5,Hyundai,16.2,1493.0,110.0,9
3305,Jaipur,75055,Petrol,Manual,First,5.0,,2.3,Honda,12.8,1493.0,100.0,12
3306,Coimbatore,37247,Diesel,Manual,First,5.0,,13.69,Hyundai,19.67,1582.0,126.2,2
3307,Delhi,64000,Diesel,Manual,First,5.0,,3.1,Toyota,23.59,1364.0,67.06,6
3308,Mumbai,12000,Petrol,Manual,First,5.0,,12.75,Hyundai,13.44,2359.0,198.25,5
3309,Pune,40158,Diesel,Manual,First,5.0,,13.75,Hyundai,19.67,1582.0,126.2,2
3310,Chennai,11000,Petrol,Manual,First,5.0,,6.75,Honda,18.7,1199.0,88.7,2
3311,Chennai,70010,Diesel,Manual,First,5.0,,5.25,Volkswagen,20.54,1598.0,103.6,5
3312,Mumbai,82000,Diesel,Manual,First,7.0,,8.75,Mahindra,16.0,2179.0,140.0,4
3313,Kochi,57259,Diesel,Manual,First,7.0,,8.87,Mahindra,18.49,1493.0,100.0,2
3314,Bangalore,84000,Petrol,Automatic,Second,5.0,,6.5,Honda,11.1,2354.0,142.0,9
3315,Pune,168000,Diesel,Manual,First,7.0,,4.5,Maruti,20.77,1248.0,88.76,7
3316,Hyderabad,73670,Diesel,Manual,First,7.0,,12.5,Mahindra,12.83,2696.0,162.0,7
3317,Delhi,89540,Diesel,Automatic,First,7.0,,16.8,Toyota,12.55,2982.0,168.5,5
3318,Hyderabad,85423,Diesel,Manual,First,7.0,,8.75,Maruti,20.77,1248.0,88.8,3
3319,Pune,48823,Diesel,Automatic,First,5.0,,8.5,Hyundai,19.5,1582.0,126.24,6
3320,Kolkata,35082,Petrol,Manual,First,5.0,,2.21,Hyundai,20.36,1197.0,78.9,8
3321,Jaipur,126000,Petrol,Manual,First,5.0,,1.6,Maruti,16.8,796.0,34.2,7
3322,Delhi,19000,Petrol,Automatic,First,5.0,,6.25,Honda,15.5,1198.0,86.7,3
3323,Mumbai,69000,Petrol,Automatic,Second,5.0,,2.25,Honda,12.9,1799.0,130.0,12
3324,Kochi,29836,Diesel,Automatic,First,5.0,43.07 Lakh,25.75,Mercedes-Benz,17.9,2143.0,136.0,0
3325,Ahmedabad,48002,Petrol,Manual,Second,5.0,,6.75,Skoda,13.14,1798.0,157.8,9
3326,Ahmedabad,52324,Diesel,Manual,First,5.0,,6.25,Maruti,28.09,1248.0,88.5,4
3327,Delhi,65000,Diesel,Manual,First,5.0,,5.1,Ford,22.7,1498.0,89.84,6
3328,Mumbai,66000,Diesel,Automatic,Second,5.0,,10.75,Mercedes-Benz,8.7,2987.0,224.34,10
3329,Hyderabad,75700,Diesel,Manual,First,5.0,,5.7,Hyundai,24.0,1120.0,70.0,3
3330,Bangalore,43000,Diesel,Manual,First,5.0,,5.95,Volkswagen,20.5,1598.0,105.0,6
3331,Kochi,42706,Diesel,Manual,First,5.0,,2.4,Chevrolet,25.44,936.0,56.3,7
3332,Mumbai,35000,Diesel,Manual,First,7.0,,3.49,Mahindra,17.21,1493.0,100.0,6
3333,Hyderabad,54348,Petrol,Automatic,First,5.0,,4.0,Hyundai,19.2,1197.0,80.0,8
3334,Delhi,84000,Diesel,Manual,First,5.0,7.83 Lakh,3.85,Toyota,23.59,1364.0,67.04,6
3335,Mumbai,63298,Petrol,Automatic,First,5.0,,3.95,Toyota,14.53,1794.0,138.1,9
3336,Jaipur,75049,Petrol,Manual,Second,5.0,,3.0,Hyundai,20.36,1197.0,78.9,6
3337,Kochi,24237,Petrol,Manual,First,5.0,,6.7,Ford,18.16,1196.0,86.8,1
3338,Coimbatore,22767,Petrol,Manual,First,5.0,,6.14,Maruti,18.5,1197.0,85.8,3
3339,Bangalore,58000,Petrol,Automatic,Second,5.0,,4.4,Hyundai,15.0,1396.0,98.6,7
3340,Pune,57000,Diesel,Manual,First,5.0,,4.25,Maruti,26.59,1248.0,74.0,2
3341,Kochi,50161,Petrol,Automatic,First,5.0,,25.93,BMW,8.77,4395.0,402.0,9
3342,Kolkata,45000,Diesel,Manual,First,5.0,,7.0,Maruti,22.7,1598.0,118.0,3
3343,Coimbatore,68319,Diesel,Automatic,First,7.0,,25.12,Toyota,12.55,2982.0,168.5,2
3344,Kochi,30711,Petrol,Manual,First,5.0,,4.45,Hyundai,20.3,998.0,68.05,2
3345,Kolkata,38277,Diesel,Manual,First,5.0,,2.4,Hyundai,21.9,1396.0,90.0,8
3346,Pune,115000,Diesel,Manual,Second,5.0,,4.33,Volkswagen,20.54,1598.0,103.6,7
3347,Coimbatore,46849,Petrol,Automatic,First,5.0,,6.93,Maruti,18.5,1197.0,83.14,2
3348,Ahmedabad,64000,Diesel,Manual,First,5.0,,4.25,Hyundai,21.9,1396.0,90.0,5
3349,Pune,130923,Diesel,Automatic,First,5.0,,12.5,Mercedes-Benz,14.21,2143.0,203.0,9
3350,Chennai,15000,Petrol,Manual,First,5.0,,4.9,Hyundai,18.9,1197.0,82.0,4
3351,Mumbai,32720,Diesel,Manual,First,5.0,,4.5,Hyundai,23.0,1396.0,90.0,5
3352,Jaipur,12500,Petrol,Manual,First,5.0,,3.0,Renault,25.17,799.0,53.3,3
3353,Chennai,59800,Petrol,Automatic,First,5.0,,5.8,Hyundai,16.9,1197.0,82.0,4
3354,Pune,54211,Petrol,Manual,First,5.0,,3.33,Volkswagen,15.04,1598.0,103.6,8
3355,Kochi,62242,Diesel,Automatic,First,5.0,,6.62,Chevrolet,14.39,1998.0,163.7,4
3356,Mumbai,54000,Diesel,Manual,Second,5.0,,5.75,Nissan,19.01,1461.0,108.5,4
3357,Hyderabad,65000,Diesel,Manual,First,5.0,,6.2,Hyundai,22.32,1582.0,126.32,7
3358,Chennai,55000,Petrol,Automatic,First,5.0,6 Lakh,3.5,Maruti,23.1,998.0,67.04,4
3359,Pune,71000,Petrol,Manual,First,5.0,,2.0,Maruti,18.9,998.0,67.1,9
3360,Chennai,70000,Diesel,Manual,First,5.0,,4.0,Hyundai,21.9,1396.0,88.8,7
3361,Mumbai,53000,Petrol,Automatic,First,5.0,,9.5,Audi,12.3,1781.0,163.2,8
3362,Mumbai,43000,Diesel,Automatic,First,5.0,,17.5,BMW,17.05,1995.0,184.0,6
3363,Mumbai,54000,Petrol,Automatic,First,5.0,,6.11,Skoda,14.3,1598.0,103.52,4
3364,Ahmedabad,51000,Petrol,Manual,First,5.0,,3.75,Hyundai,20.36,1197.0,78.9,5
3365,Hyderabad,78000,Diesel,Manual,Second,6.0,,6.2,Mitsubishi,10.5,2835.0,107.2,12
3366,Mumbai,25000,Diesel,Manual,First,5.0,,6.15,Honda,26.0,1498.0,98.6,5
3367,Pune,12600,Petrol,Manual,First,5.0,,2.4,Maruti,20.92,998.0,67.1,7
3368,Pune,80000,Diesel,Manual,Fourth & Above,5.0,,2.15,Maruti,17.8,1248.0,75.0,10
3369,Kolkata,21000,Petrol,Manual,First,5.0,,3.75,Hyundai,18.9,1197.0,82.0,3
3370,Mumbai,32000,Petrol,Manual,Second,5.0,,2.15,Ford,15.6,1196.0,70.0,8
3371,Bangalore,50000,Petrol,Manual,First,5.0,,4.75,Hyundai,18.9,1197.0,81.86,4
3372,Mumbai,47500,Petrol,Manual,First,5.0,,2.45,Maruti,15.5,1586.0,103.3,9
3373,Mumbai,7500,Petrol,Manual,First,5.0,13.76 Lakh,11.15,Honda,17.4,1497.0,117.3,2
3374,Jaipur,68163,Diesel,Automatic,First,5.0,14.11 Lakh,8.9,Renault,19.6,1461.0,108.45,3
3375,Ahmedabad,61000,Diesel,Manual,First,5.0,,4.35,Honda,25.8,1498.0,98.6,5
3376,Jaipur,100000,Diesel,Manual,Second,7.0,,12.0,Toyota,12.99,2494.0,100.6,4
3377,Mumbai,61500,Diesel,Automatic,Second,5.0,,8.5,BMW,16.07,1995.0,181.0,10
3378,Kochi,42883,Petrol,Manual,First,5.0,,4.27,Hyundai,19.81,1086.0,68.05,2
3379,Jaipur,97000,Diesel,Manual,Second,5.0,,4.25,Renault,20.45,1461.0,83.8,7
3380,Bangalore,39525,Petrol,Automatic,First,5.0,,9.25,Mitsubishi,11.3,2360.0,170.0,9
3381,Kochi,35384,Diesel,Manual,First,5.0,9.12 Lakh,8.61,Maruti,24.3,1248.0,88.5,2
3382,Hyderabad,46000,Diesel,Automatic,First,7.0,,28.0,Mercedes-Benz,11.8,2987.0,261.0,9
3383,Coimbatore,32189,Diesel,Manual,First,5.0,11.2 Lakh,9.25,Ford,23.0,1498.0,98.96,1
3384,Chennai,27000,Diesel,Automatic,First,5.0,,8.6,Hyundai,19.08,1582.0,126.2,3
3385,Coimbatore,22734,Petrol,Manual,First,5.0,,7.53,Volkswagen,16.47,1198.0,74.0,1
3386,Mumbai,58002,Diesel,Manual,First,5.0,,5.75,Renault,19.64,1461.0,108.45,5
3387,Chennai,31500,Petrol,Automatic,First,5.0,,4.15,Honda,16.5,1198.0,86.8,7
3388,Coimbatore,30933,Petrol,Manual,First,5.0,,5.84,Ford,18.16,1196.0,86.8,2
3389,Kolkata,27090,Diesel,Automatic,First,5.0,,16.5,Audi,18.53,1968.0,187.74,7
3390,Mumbai,29500,Diesel,Automatic,First,7.0,,43.0,BMW,15.97,2993.0,258.0,4
3391,Pune,45000,Petrol,Manual,First,5.0,,3.55,Hyundai,20.36,1197.0,78.9,6
3392,Hyderabad,11691,Petrol,Manual,First,5.0,,8.9,Hyundai,18.6,1197.0,81.83,1
3393,Hyderabad,121000,Diesel,Manual,Second,5.0,,2.5,Skoda,16.4,1896.0,90.0,13
3394,Hyderabad,118077,Diesel,Manual,First,5.0,,3.85,Hyundai,16.2,1493.0,110.0,9
3395,Chennai,36300,Petrol,Automatic,Third,5.0,,7.5,Hyundai,17.1,1591.0,121.4,7
3396,Mumbai,90000,Petrol,Manual,Second,5.0,,1.8,Hyundai,15.3,1341.0,61.0,14
3397,Chennai,78000,Diesel,Manual,First,5.0,,2.25,Ford,20.0,1399.0,68.0,9
3398,Mumbai,42000,Diesel,Automatic,First,5.0,,24.25,Audi,17.68,1968.0,174.33,4
3399,Mumbai,27000,Petrol,Manual,First,5.0,,4.35,Volkswagen,16.47,1198.0,74.0,4
3400,Kolkata,22000,Diesel,Automatic,First,5.0,,11.5,BMW,17.05,1995.0,184.0,7
3401,Kolkata,49000,Petrol,Manual,First,5.0,,4.75,Honda,17.4,1497.0,117.3,5
3402,Hyderabad,42600,Diesel,Manual,First,5.0,,4.99,Hyundai,23.0,1396.0,90.0,7
3403,Coimbatore,12794,Petrol,Automatic,First,5.0,,9.15,Honda,19.0,1199.0,88.7,1
3404,Jaipur,125000,Petrol,Manual,Fourth & Above,5.0,,2.35,Maruti,16.1,1248.0,74.0,13
3405,Hyderabad,88046,Petrol,Automatic,First,5.0,,13.99,Honda,10.1,2354.0,152.0,5
3406,Bangalore,8000,Diesel,Automatic,Second,5.0,,19.75,Mercedes-Benz,20.0,2143.0,107.3,5
3407,Coimbatore,82739,Diesel,Automatic,First,7.0,,16.77,Mahindra,16.0,2179.0,140.0,1
3408,Bangalore,193000,Diesel,Manual,Third,7.0,,2.5,Mahindra,13.6,2523.0,63.0,13
3409,Mumbai,7000,Petrol,Automatic,First,5.0,,3.65,Renault,17.97,1498.0,99.6,6
3410,Ahmedabad,60000,Diesel,Automatic,Second,5.0,,23.5,Land,12.35,2179.0,187.74,7
3411,Pune,38000,Petrol,Manual,First,5.0,,3.11,Maruti,22.74,796.0,47.3,2
3412,Kochi,56344,Petrol,Manual,First,5.0,,4.57,Toyota,17.6,1496.0,88.73,6
3413,Mumbai,17858,Petrol,Manual,First,5.0,,5.32,Hyundai,17.0,1197.0,80.0,5
3414,Hyderabad,53000,Petrol,Manual,First,5.0,,3.2,Hyundai,20.36,1197.0,78.9,7
3415,Kochi,67906,Diesel,Manual,First,5.0,,5.63,Maruti,25.2,1248.0,74.0,3
3416,Hyderabad,19000,Petrol,Manual,First,5.0,,3.0,Hyundai,21.1,814.0,55.2,4
3417,Mumbai,67000,Diesel,Automatic,Second,5.0,47.87 Lakh,9.25,BMW,22.69,1995.0,190.0,9
3418,Delhi,80000,Diesel,Manual,First,5.0,,1.2,Tata,23.57,1396.0,70.0,8
3419,Delhi,61000,Petrol,Manual,First,5.0,,2.15,Maruti,22.74,796.0,47.3,4
3420,Pune,39000,Diesel,Manual,First,5.0,,3.05,Volkswagen,22.07,1199.0,73.9,9
3421,Ahmedabad,59000,Petrol,Automatic,First,5.0,,11.5,Toyota,14.28,1798.0,138.03,5
3422,Hyderabad,80931,Petrol,Manual,First,5.0,,2.3,Hyundai,17.92,1086.0,62.1,11
3423,Kolkata,34000,Petrol,Manual,First,5.0,,4.95,Maruti,20.4,1197.0,81.8,3
3424,Hyderabad,130000,Diesel,Manual,First,5.0,,4.75,Renault,21.64,1461.0,84.8,6
3425,Coimbatore,52380,Diesel,Manual,First,5.0,12.47 Lakh,10.15,Maruti,24.3,1248.0,88.5,1
3426,Kolkata,44000,Petrol,Manual,First,5.0,,2.65,Nissan,18.06,1198.0,75.0,8
3427,Hyderabad,84000,Diesel,Manual,First,5.0,,3.8,Ford,20.0,1399.0,68.05,4
3428,Kochi,41697,Petrol,Automatic,First,5.0,,16.68,Honda,13.1,1997.0,141.1,2
3429,Pune,163000,Diesel,Manual,First,5.0,,5.0,Nissan,19.01,1461.0,108.5,5
3430,Chennai,42000,Petrol,Manual,Second,5.0,6.51 Lakh,3.75,Toyota,17.71,1197.0,78.9,8
3431,Jaipur,129000,Diesel,Manual,Third,5.0,,4.11,Hyundai,21.27,1396.0,88.76,6
3432,Chennai,32200,Petrol,Manual,Second,5.0,,4.25,Ford,18.16,1196.0,86.8,4
3433,Mumbai,129000,Diesel,Manual,First,6.0,,3.45,Mitsubishi,10.5,2835.0,107.2,15
3434,Bangalore,40000,Diesel,Automatic,First,5.0,,22.5,Audi,17.11,1968.0,174.33,5
3435,Delhi,150000,Petrol,Manual,First,8.0,,4.5,Toyota,12.4,1998.0,132.0,13
3436,Jaipur,140000,Petrol,Manual,First,5.0,,0.9,Chevrolet,15.26,1150.0,74.9,12
3437,Hyderabad,63181,Petrol,Manual,First,5.0,,1.85,Hyundai,15.3,1341.0,83.0,13
3438,Kolkata,39575,Diesel,Manual,First,5.0,,3.25,Honda,25.8,1498.0,98.6,6
3439,Pune,63600,Diesel,Manual,Second,5.0,,3.1,Maruti,17.8,1248.0,74.0,9
3440,Coimbatore,70374,Diesel,Manual,First,5.0,,7.34,Ford,22.7,1498.0,89.84,5
3441,Kolkata,26256,Diesel,Manual,First,5.0,,4.25,Volkswagen,20.14,1498.0,88.5,4
3442,Delhi,13460,Petrol,Manual,First,5.0,,6.45,Hyundai,18.6,1197.0,81.86,3
3443,Chennai,122000,Diesel,Manual,Second,8.0,,10.75,Toyota,12.8,2494.0,102.0,8
3444,Kolkata,58589,Diesel,Automatic,First,5.0,,27.75,Mercedes-Benz,15.26,2143.0,203.2,4
3445,Jaipur,115000,Petrol,Manual,Second,5.0,,0.99,Maruti,17.3,1061.0,64.0,14
3446,Pune,75000,Diesel,Automatic,First,7.0,,24.0,Ford,12.62,2198.0,158.0,3
3447,Jaipur,30292,Petrol,Manual,First,5.0,,6.1,Hyundai,18.6,1197.0,81.86,3
3448,Ahmedabad,32248,Petrol,Manual,First,5.0,10.32 Lakh,8.25,Honda,17.5,1199.0,88.7,2
3449,Bangalore,74000,Petrol,Manual,First,5.0,,4.65,Volkswagen,16.47,1198.0,73.9,6
3450,Mumbai,56100,Petrol,Manual,First,5.0,,9.75,Honda,13.7,1997.0,153.86,5
3451,Bangalore,61325,Petrol,Manual,First,5.0,8.1 Lakh,4.4,Hyundai,18.9,1197.0,81.86,5
3452,Kolkata,33000,Petrol,Manual,First,5.0,,3.99,Maruti,19.1,1197.0,85.8,5
3453,Coimbatore,18090,Diesel,Automatic,First,5.0,,45.73,BMW,16.2,2993.0,258.0,3
3454,Kochi,71390,Diesel,Manual,First,5.0,,5.27,Ford,22.7,1498.0,89.84,5
3455,Mumbai,41000,CNG,Manual,First,5.0,,3.5,Maruti,26.2,998.0,58.2,5
3456,Ahmedabad,67000,Diesel,Manual,First,5.0,,7.25,Honda,26.0,1498.0,98.6,3
3457,Chennai,99000,Diesel,Manual,Second,5.0,,1.6,Tata,17.0,1405.0,70.0,11
3458,Pune,142000,Diesel,Manual,Second,5.0,,6.0,Renault,19.01,1461.0,108.45,5
3459,Chennai,26966,Petrol,Manual,First,5.0,,3.0,Hyundai,20.36,1197.0,78.9,9
3460,Mumbai,27628,Petrol,Manual,First,5.0,,4.95,Honda,18.7,1199.0,88.7,4
3461,Hyderabad,82497,Diesel,Manual,First,5.0,,8.99,Maruti,23.65,1248.0,88.5,3
3462,Mumbai,86000,Petrol,Manual,Third,5.0,,1.85,Honda,11.9,2354.0,144.0,12
3463,Coimbatore,26981,Petrol,Manual,First,5.0,,6.16,Volkswagen,16.47,1198.0,73.9,3
3464,Hyderabad,110471,Diesel,Manual,First,5.0,,3.5,Maruti,21.1,1248.0,73.9,9
3465,Jaipur,69000,Petrol,Manual,First,5.0,7.52 Lakh,4.5,Honda,19.5,1199.0,88.76,5
3466,Hyderabad,12000,Petrol,Manual,First,5.0,,7.75,Hyundai,18.6,1197.0,81.83,2
3467,Hyderabad,77500,Diesel,Manual,First,5.0,,6.6,Renault,20.45,1461.0,83.8,5
3468,Kochi,48031,Petrol,Manual,First,5.0,,4.98,Hyundai,18.9,1197.0,82.0,5
3469,Chennai,170000,Diesel,Automatic,Third,5.0,,9.75,BMW,16.07,1995.0,181.0,11
3470,Mumbai,69565,Diesel,Manual,First,5.0,,5.55,Ford,22.7,1498.0,89.84,5
3471,Hyderabad,45492,Diesel,Automatic,First,5.0,15.68 Lakh,10.3,Volkswagen,21.5,1498.0,108.5,3
3472,Chennai,85000,Petrol,Automatic,Second,5.0,,7.5,Honda,11.7,2354.0,177.6,8
3473,Hyderabad,55902,Petrol,Manual,First,5.0,,1.8,Chevrolet,14.49,1399.0,92.7,11
3474,Hyderabad,18500,Petrol,Manual,First,5.0,,6.25,Volkswagen,16.2,1199.0,74.0,2
3475,Hyderabad,129750,Diesel,Manual,Second,7.0,,6.8,Mahindra,14.95,2489.0,93.7,4
3476,Hyderabad,50902,Petrol,Automatic,First,5.0,,3.0,Hyundai,19.2,1197.0,80.0,10
3477,Coimbatore,84725,Diesel,Manual,First,7.0,,11.6,Mahindra,15.1,2179.0,140.0,4
3478,Mumbai,40000,Diesel,Manual,Second,5.0,,6.95,Hyundai,22.7,1582.0,126.24,6
